beta2,Ehfb,Ehfb normalized
-1.0,-1742.922528754802,64.08219019299577
-0.99,-1744.2974581451758,62.70726080262193
-0.98,-1745.68821284031,61.31650610748784
-0.97,-1747.0809979026149,59.9237210451829
-0.96,-1748.4771134783869,58.5276054694109
-0.95,-1749.8604036762113,57.14431527158649
-0.94,-1751.2207321570047,55.78398679079305
-0.93,-1752.5603695933728,54.44434935442496
-0.92,-1753.883562363849,53.12115658394873
-0.91,-1755.193198055586,51.811520892211774
-0.9,-1756.4906385695153,50.514080378282415
-0.89,-1757.777849748456,49.22686919934176
-0.88,-1759.0788100709146,47.92590887688311
-0.87,-1760.371313606599,46.633405341198795
-0.86,-1761.6449990696492,45.35971987814855
-0.85,-1762.8843710391857,44.120347908612075
-0.84,-1764.0679449683491,42.93677397944862
-0.83,-1765.1796948851552,41.82502406264257
-0.82,-1766.2427889804485,40.76192996734926
-0.81,-1767.3345982707683,39.670120677029445
-0.8,-1768.5192912710572,38.48542767674053
-0.79,-1769.7901249616232,37.21459398617458
-0.78,-1771.0461740708242,35.95854487697352
-0.77,-1772.1806391644095,34.82407978338824
-0.76,-1773.1444913441587,33.86022760363903
-0.75,-1773.9373039811721,33.06741496662562
-0.74,-1774.6141464718462,32.39057247595156
-0.73,-1775.2758419266647,31.72887702113303
-0.72,-1776.0034569251577,31.00126202264005
-0.71,-1776.811526483088,30.193192464709682
-0.7,-1777.7043134814896,29.30040546630812
-0.69,-1778.6711586081433,28.33356033965447
-0.68,-1779.6930151256395,27.31170382215828
-0.67,-1780.7389323640095,26.265786583788213
-0.66,-1781.7580007875213,25.246718160276487
-0.65,-1782.7132453089182,24.291473638879552
-0.64,-1783.581184496085,23.42353445171284
-0.63,-1784.3514289192121,22.653290028585616
-0.62,-1785.0290139683316,21.975704979466173
-0.61,-1785.6050381471787,21.39968080061908
-0.6,-1786.0826099141009,20.92210903369687
-0.59,-1786.43493220868,20.569786739117717
-0.58,-1786.6522503517135,20.352468596084236
-0.57,-1786.754825653508,20.249893294289677
-0.56,-1786.7821711586744,20.222547789123382
-0.55,-1786.788277750507,20.216441197290806
-0.54,-1786.835568851238,20.16915009655986
-0.53,-1786.9897503859866,20.0149685618112
-0.52,-1787.3007486927208,19.70397025507691
-0.51,-1787.7923242513698,19.212394696427964
-0.5,-1788.3831283240083,18.621590623789416
-0.49,-1789.006178809985,17.998540137812824
-0.48,-1789.6301639293101,17.374555018487627
-0.47,-1790.2583848823942,16.746334065403516
-0.46,-1790.911310114608,16.093408833189642
-0.45,-1791.6053680489927,15.399350898805096
-0.44,-1792.3379211784236,14.66679776937417
-0.43,-1793.0882340663593,13.916484881438464
-0.42,-1793.844512775327,13.16020617247068
-0.41,-1794.5582677144243,12.44645123337341
-0.4,-1795.205979070819,11.798739876978743
-0.39,-1795.7685259427403,11.23619300505743
-0.38,-1796.230830326393,10.773888621404694
-0.37,-1796.5838336670713,10.420885280726452
-0.36,-1796.8317590409006,10.172959906897177
-0.35,-1796.9991501632112,10.005568784586558
-0.34,-1797.1370334615067,9.867685486291066
-0.33,-1797.2579675388774,9.746751408920318
-0.32,-1797.364461744945,9.640257202852808
-0.31,-1797.4392823478493,9.565436599948498
-0.3,-1797.4647381190036,9.539980828794114
-0.29,-1797.4229343554198,9.581784592377971
-0.28,-1797.2900297640508,9.714689183746941
-0.27,-1797.0458614886745,9.958857459123237
-0.26,-1796.6874053451893,10.317313602608465
-0.25,-1796.2260987295604,10.778620218237393
-0.24,-1795.6929461968716,11.311772750926139
-0.23,-1795.184941891419,11.819777056378825
-0.22,-1795.1332643310864,11.87145461671139
-0.21,-1795.2099320498096,11.79478689798816
-0.2,-1795.2318663167475,11.772852631050228
-0.19,-1795.181981031902,11.822737915895686
-0.18,-1795.0578956021145,11.946823345683242
-0.17,-1794.8642013507815,12.140517597016242
-0.16,-1794.6103787185764,12.39434022922137
-0.15,-1794.308255966909,12.696462980888782
-0.14,-1793.9700673338548,13.03465161394297
-0.13,-1793.6194393514936,13.385279596304144
-0.12,-1793.2560468201964,13.748672127601367
-0.11,-1792.8869791119832,14.117739835814518
-0.1,-1792.5202229759168,14.48449597188096
-0.09,-1792.1634113577925,14.841307590005272
-0.08,-1791.8243342219143,15.180384725883414
-0.07,-1791.5110389999686,15.49367994782915
-0.06,-1791.2391985969202,15.765520350877523
-0.05,-1791.0127866736307,15.991932274167084
-0.04,-1790.8326716733736,16.17204727442413
-0.03,-1790.7001261836642,16.30459276413353
-0.02,-1790.6165209607411,16.38819798705663
-0.01,-1790.5824304962841,16.422288451513623
0.0,-1790.5981105410565,16.40660840674127
0.01,-1790.6637134616853,16.341005486112408
0.02,-1790.7794391341863,16.22527981361145
0.03,-1790.9570274648977,16.047691482900063
0.04,-1791.186397970185,15.818320977612757
0.05,-1791.468541666598,15.536177281199798
0.06,-1791.8056632728285,15.199055674969259
0.07,-1792.2001029476728,14.804616000124952
0.08,-1792.6537180145915,14.351000933206251
0.09,-1793.1693072123762,13.83541173542153
