beta2,Ehfb,Ehfb normalized
-1.0,-1743.1135631987586,63.8499984303985
-0.99,-1744.4788148726402,62.48474675651687
-0.98,-1745.8767719887044,61.08678964045271
-0.97,-1747.2800289784914,59.68353265066571
-0.96,-1748.6723541517426,58.291207477414446
-0.95,-1750.0445351572664,56.919026471890675
-0.94,-1751.3944011525705,55.5691604765866
-0.93,-1752.7243552743887,54.239206354768385
-0.92,-1754.0381377607375,52.92542386841956
-0.91,-1755.338631364749,51.62493026440802
-0.9,-1756.6411747130142,50.32238691614293
-0.89,-1757.9392439122716,49.024317716885434
-0.88,-1759.2292602303805,47.73430139877655
-0.87,-1760.5094188787225,46.454142750434585
-0.86,-1761.7711948656806,45.19236676347646
-0.85,-1762.999751964795,43.96380966436209
-0.84,-1764.1741333596833,42.789428269473774
-0.83,-1765.2788213076356,41.68474032152153
-0.82,-1766.3522639326154,40.61129769654167
-0.81,-1767.448710170751,39.514851458406156
-0.8,-1768.6325615490937,38.331000080063404
-0.79,-1769.8968624108593,37.0666992182978
-0.78,-1771.1458645768403,35.81769705231682
-0.77,-1772.273629418774,34.689932210383176
-0.76,-1773.2314393031074,33.73212232604965
-0.75,-1774.0184959934754,32.94506563568166
-0.74,-1774.7020748793022,32.26148674985484
-0.73,-1775.371593814427,31.591967814730197
-0.72,-1776.0893768753854,30.874184753771715
-0.71,-1776.8875920287232,30.075969600433837
-0.7,-1777.7706673864059,29.19289424275121
-0.69,-1778.7280225176437,28.23553911151339
-0.68,-1779.7409258755392,27.22263575361785
-0.67,-1780.7796297872737,26.18393184188335
-0.66,-1781.8135566028095,25.15000502634757
-0.65,-1782.7732701601954,24.190291468961732
-0.64,-1783.6340415833672,23.329520045789877
-0.63,-1784.3985826844932,22.564978944663835
-0.62,-1785.0713349086811,21.892226720475946
-0.61,-1785.6651160352237,21.298445593933366
-0.6,-1786.147269948683,20.816291680474023
-0.59,-1786.494155270437,20.469406358720107
-0.58,-1786.7061815294592,20.25738009969791
-0.57,-1786.803719944391,20.15984168476598
-0.56,-1786.842621380732,20.120940248425086
-0.55,-1786.8627412004103,20.10082042874683
-0.54,-1786.9170975431239,20.04646408603321
-0.53,-1787.0657869987022,19.897774630454933
-0.52,-1787.3710434228394,19.592518206317663
-0.51,-1787.8570792749592,19.10648235419785
-0.5,-1788.4427658743173,18.52079575483981
-0.49,-1789.0593029844388,17.90425864471831
-0.48,-1789.6774545213225,17.286107107834596
-0.47,-1790.2999410968055,16.663620532351615
-0.46,-1790.946864316148,16.01669731300899
-0.45,-1791.6406432840613,15.322918345095786
-0.44,-1792.3833983023796,14.580163326777438
-0.43,-1793.1435125527537,13.820049076403393
-0.42,-1793.8913239943827,13.07223763477441
-0.41,-1794.5972946434483,12.366266985708762
-0.4,-1795.2376081838752,11.725953445281903
-0.39,-1795.7931408267214,11.170420802435729
-0.38,-1796.2490677546862,10.714493874470918
-0.37,-1796.6087898586695,10.35477177048756
-0.36,-1796.864901805241,10.098659823916023
-0.35,-1797.0389598197803,9.924601809376782
-0.34,-1797.1706428439084,9.79291878524873
-0.33,-1797.2864912743744,9.6770703547827
-0.32,-1797.3864473365795,9.577114292577562
-0.31,-1797.4570602156502,9.50650141350684
-0.3,-1797.477806674309,9.485754954848062
-0.29,-1797.4304038544306,9.533157774726533
-0.28,-1797.3063377451285,9.657223884028554
-0.27,-1797.0701574421873,9.893404186969747
-0.26,-1796.7130329324036,10.250528696753463
-0.25,-1796.245927172624,10.717634456533006
-0.24,-1795.7088103295494,11.254751299607733
-0.23,-1795.2038365588087,11.759725070348395
-0.22,-1795.0366488617756,11.92691276738151
-0.21,-1795.0776360194159,11.885925609741207
-0.2,-1795.103328417826,11.860233211330979
-0.19,-1795.0565321484391,11.907029480717938
-0.18,-1794.9260203859642,12.03754124319289
-0.17,-1794.7213790387295,12.242182590427547
-0.16,-1794.4530231640847,12.510538465072386
-0.15,-1794.1275058043666,12.836055824790492
-0.14,-1793.7595516075771,13.204010021579961
-0.13,-1793.3636707549845,13.599890874172615
-0.12,-1792.9534020422623,14.010159586894815
-0.11,-1792.5534219469273,14.410139682229783
-0.1,-1792.166982831727,14.79657879743013
-0.09,-1791.7971203873187,15.166441241838356
-0.08,-1791.4506517129566,15.512909916200442
-0.07,-1791.133020105737,15.830541523420152
-0.06,-1790.8483916892205,16.11516993993655
-0.05,-1790.6048179699171,16.358743659239963
-0.04,-1790.4107028065505,16.552858822606595
-0.03,-1790.2564256833543,16.707135945802747
-0.02,-1790.1436621241314,16.81989950502566
-0.01,-1790.0743126056468,16.889249023510274
0.0,-1790.0515669522729,16.911994676884206
0.01,-1790.0828868205695,16.880674808587628
0.02,-1790.1675417220767,16.796019907080336
0.03,-1790.3099579930645,16.653603636092612
0.04,-1790.515180860596,16.448380768561037
0.05,-1790.792219161739,16.17134246741807
0.06,-1791.149645380572,15.813916248584974
0.07,-1791.5829100663955,15.380651562761614
0.08,-1792.0927753541032,14.870786275053888
0.09,-1792.678243749801,14.285317879356171
0.1,-1793.3369816110921,13.626580018064942
0.11,-1794.0653693586055,12.89819227055159
0.12,-1794.8608497278851,12.10271190127196
0.13,-1795.7180714172682,11.245490211888864
0.14,-1796.6250436430007,10.338517986156376
0.15,-1797.5716081518667,9.391953477290372
0.16,-1798.5457143792194,8.417847249937722
0.17,-1799.53350025206,7.43006137709699
0.18,-1800.5252283933773,6.438333235779737
0.19,-1801.5037607976005,5.459800831556549
0.2,-1802.446360003321,4.517201625836151
0.21,-1803.3353685497586,3.628193079398443
0.22,-1804.1537941364277,2.8097674927294065
0.23,-1804.8902398124083,2.0733218167488303
0.24,-1805.532130290254,1.4314313389031668
0.25,-1806.0640444559317,0.8995171732253766
0.26,-1806.4772306377,0.48633099145718006
0.27,-1806.7652404237201,0.19832120543696874
0.28,-1806.927194374849,0.03636725430806109
0.29,-1806.963561629157,0.0
0.3,-1806.868439802153,0.09512182700404992
0.31,-1806.6440084863789,0.31955314277820435
0.32,-1806.2960059041632,0.6675557249939175
0.33,-1805.8432224305081,1.120339198648935
0.34,-1805.307820851389,1.6557407777681874
0.35,-1804.7134151029093,2.2501465262478177
0.36,-1804.0775276092068,2.88603401995033
0.37,-1803.4159757414936,3.5475858876634447
0.38,-1802.7289220148652,4.2346396142918366
0.39,-1802.0200013812919,4.943560247865207
0.4,-1801.2976704078462,5.665891221310858
0.41,-1800.5724936333947,6.3910679957623415
0.42,-1799.8582352153803,7.1053264137767655
0.43,-1799.1590121694837,7.804549459673353
0.44,-1798.4833645433873,8.48019708576976
0.45,-1797.8425406030183,9.121021026138806
0.46,-1797.2509453334515,9.71261629570563
0.47,-1796.7270381158937,10.236523513263364
0.48,-1796.3570992568798,10.606462372277292
0.49,-1796.1804719067545,10.783089722402565
0.5,-1796.0620764022442,10.901485226912882
0.51,-1795.9762729434449,10.987288685712201
0.52,-1795.9155636062073,11.047998022949741
0.53,-1795.877828812731,11.085732816426116
0.54,-1795.8739443995596,11.08961722959748
0.55,-1795.9043632246357,11.05919840452134
0.56,-1795.9743999358398,10.989161693317328
0.57,-1796.0873236173836,10.876238011773466
0.58,-1796.2434325367997,10.72012909235741
0.59,-1796.4437837469573,10.519777882199833
0.6,-1796.6820299732178,10.281531655939261
0.61,-1796.9530896944611,10.010471934695943
0.62,-1797.251409294501,9.712152334656139
0.63,-1797.5704785366916,9.393083092465531
0.64,-1797.9027178245399,9.060843804617207
0.65,-1798.2400894525717,8.723472176585346
0.66,-1798.574944971257,8.388616657900002
0.67,-1798.9073850842042,8.056176544952905
0.68,-1799.2296878891198,7.733873740037325
0.69,-1799.541994804301,7.421566824855972
0.7,-1799.8471126058848,7.116449023272253
0.71,-1800.1502448691945,6.813316759962618
0.72,-1800.4638130487774,6.4997485803796735
0.73,-1800.7938410441393,6.169720585017785
0.74,-1801.1299439865224,5.833617642634636
0.75,-1801.458321508931,5.505240120226063
0.76,-1801.7651749993406,5.1983866298164685
0.77,-1802.0418628920156,4.921698737141469
0.78,-1802.2852170138567,4.678344615300375
0.79,-1802.486477766584,4.477083862573181
0.8,-1802.6442222110236,4.319339418133495
0.81,-1802.75878126606,4.204780363097143
0.82,-1802.8314994040086,4.132062225148502
0.83,-1802.864663862089,4.098897767068138
0.84,-1802.861402136537,4.102159492620103
0.85,-1802.8323340431998,4.1312275859572765
0.86,-1802.7797549465945,4.18380668256259
0.87,-1802.7104037905242,4.253157838632887
0.88,-1802.6359702809973,4.327591348159785
0.89,-1802.5680236818062,4.395537947350931
0.9,-1802.5136054713485,4.449956157808629
0.91,-1802.4767480005553,4.486813628601794
0.92,-1802.4535090665781,4.510052562578949
0.93,-1802.4206564977035,4.542905131453608
0.94,-1802.3671132758673,4.596448353289816
0.95,-1802.28004066913,4.683520960027181
0.96,-1802.1508437059908,4.812717923166247
0.97,-1801.9783339687779,4.985227660379223
0.98,-1801.777878931603,5.185682697554057
0.99,-1801.5527983148922,5.410763314264841
1.0,-1801.3176492604598,5.645912368697282
1.01,-1801.085144687434,5.878416941723117
1.02,-1800.8736032313716,6.0899583977854945
1.03,-1800.6963367475203,6.267224881636821
1.04,-1800.5359951975774,6.427566431579635
1.05,-1800.3735464376746,6.590015191482507
1.06,-1800.1924566879043,6.7711049412528155
1.07,-1799.98568614219,6.97787548696715
1.08,-1799.7551326010557,7.208429028101364
1.09,-1799.522407648843,7.441153980314084
1.1,-1799.287129199212,7.67643242994518
1.11,-1799.0574894156323,7.906072213524794
1.12,-1798.8385171968619,8.125044432295226
1.13,-1798.6373460956913,8.326215533465756
1.14,-1798.449479178396,8.51408245076118
