beta2,Ehfb,Ehfb normalized
-1.0,-1742.9223780987177,64.07331429256328
-0.99,-1744.297458270726,62.698234120554844
-0.98,-1745.688261164424,61.307431226857034
-0.97,-1747.0809130866942,59.91477930458677
-0.96,-1748.4771134770463,58.518578914234695
-0.95,-1749.8604036765362,57.135288714744775
-0.94,-1751.2205954799406,55.77509691134037
-0.93,-1752.5603696032686,54.4353227880124
-0.92,-1753.883590764714,53.11210162656698
-0.91,-1755.1931980812053,51.802494310075645
-0.9,-1756.4906385696845,50.50505382159645
-0.89,-1757.777849748469,49.217842642812
-0.88,-1759.0788100712643,47.91688232001661
-0.87,-1760.371313606634,46.62437878464698
-0.86,-1761.6449676903815,45.35072470089949
-0.85,-1762.8843614819657,44.11133090931526
-0.84,-1764.067918909517,42.92777348176401
-0.83,-1765.1796948594879,41.81599753179307
-0.82,-1766.242730459034,40.75296193224699
-0.81,-1767.334612193321,39.66108019796002
-0.8,-1768.519291271128,38.476401120153014
-0.79,-1769.7901249614988,37.20556742978215
-0.78,-1771.0461530613675,35.94953932991348
-0.77,-1772.1806391360258,34.81505325525518
-0.76,-1773.1445661603593,33.851126230921636
-0.75,-1773.9373039701663,33.058388421114614
-0.74,-1774.6140795632873,32.38161282799365
-0.73,-1775.2758419267575,31.71985046452346
-0.72,-1776.003456925179,30.992235466101874
-0.71,-1776.8115374443528,30.184154946928174
-0.7,-1777.7043778234502,29.291314567830796
-0.69,-1778.6711586050296,28.324533786251322
-0.68,-1779.6930151255706,27.302677265710372
-0.67,-1780.7389323639022,26.256760027378732
-0.66,-1781.7578926738956,25.237799717385315
-0.65,-1782.713245308947,24.282447082333874
-0.64,-1783.5811844959744,23.414507895306542
-0.63,-1784.351428919069,22.64426347221206
-0.62,-1785.0286891394776,21.967003251803362
-0.61,-1785.6049575965494,21.390734794731543
-0.6,-1786.0826060425065,20.913086348774414
-0.59,-1786.4349299689484,20.560762422332573
-0.58,-1786.6522190020717,20.343473389209294
-0.57,-1786.754792897088,20.240899494192945
-0.56,-1786.7821711508982,20.21352124038276
-0.55,-1786.7882777503728,20.207414640908155
-0.54,-1786.8355688298352,20.160123561445744
-0.53,-1786.9897503862262,20.00594200505475
-0.52,-1787.3007616328546,19.69493075842638
-0.51,-1787.7923242508637,19.203368140417297
-0.5,-1788.3831165761965,18.612575815084483
-0.49,-1789.006178809944,17.98951358133695
-0.48,-1789.630164122401,17.36552826887987
-0.47,-1790.2583848824877,16.737307508793265
-0.46,-1790.9112447946854,16.08444759659551
-0.45,-1791.6053679349056,15.39032445637531
-0.44,-1792.3379538591387,14.657738532142275
-0.43,-1793.088234068338,13.907458322943057
-0.42,-1793.8445127979949,13.151179593286088
-0.41,-1794.5582677144337,12.437424676847286
-0.4,-1795.2059790707053,11.789713320575629
-0.39,-1795.7685259427412,11.22716644853972
-0.38,-1796.2308668152014,10.764825576079602
-0.37,-1796.5838336794573,10.411858711823697
-0.36,-1796.8318192512222,10.16387314005874
-0.35,-1796.9991501683817,9.99654222289928
-0.34,-1797.13703355184,9.858658839440977
-0.33,-1797.258757193691,9.7369351975899
-0.32,-1797.3644617449154,9.631230646365566
-0.31,-1797.4392823478574,9.556410043423512
-0.3,-1797.4647131184367,9.530979272844206
-0.29,-1797.4229343565594,9.572758034721573
-0.28,-1797.2900562435273,9.705636147753694
-0.27,-1797.045861488822,9.94983090245887
-0.26,-1796.6874515719674,10.308240819313596
-0.25,-1796.2260987388963,10.769593652384629
-0.24,-1795.692946196793,11.302746194488009
-0.23,-1795.1835531183424,11.812139272938566
-0.22,-1795.0093025661772,11.986389825103743
-0.21,-1795.0538430253264,11.941849365954567
-0.2,-1795.084745637971,11.910946753309872
-0.19,-1795.0436277313368,11.952064659944199
-0.18,-1794.9172947615662,12.0783976297148
-0.17,-1794.7092076003319,12.286484790949089
-0.16,-1794.430055422733,12.565636968548006
-0.15,-1794.0945839147653,12.901108476515674
-0.14,-1793.7335550567586,13.262137334522322
-0.13,-1793.3450559147557,13.650636476525278
-0.12,-1792.9425782431927,14.053114148088298
-0.11,-1792.538194952605,14.457497438676
-0.1,-1792.1422783613834,14.853414029897522
-0.09,-1791.7635056980475,15.232186693233416
-0.08,-1791.4150193642954,15.58067302698555
-0.07,-1791.1043783045188,15.891314086762122
-0.06,-1790.8303508001354,16.165341591145534
-0.05,-1790.5922527253092,16.403439665971746
-0.04,-1790.3932085550564,16.602483836224565
-0.03,-1790.2349629707214,16.760729420559528
-0.02,-1790.1192489423045,16.876443448976488
-0.01,-1790.048016749346,16.947675641934893
0.0,-1790.0236806004782,16.972011790802753
0.01,-1790.0596297167713,16.936062674509685
0.02,-1790.1516378427455,16.844054548535496
0.03,-1790.3015281928858,16.69416419839513
0.04,-1790.5143143509663,16.481378040314667
0.05,-1790.795193720102,16.200498671179048
0.06,-1791.1487125628605,15.846979828420444
0.07,-1791.577663201449,15.418029189831941
0.08,-1792.086348753568,14.909343637712936
0.09,-1792.672466095021,14.323226296259918
0.1,-1793.3321056200425,13.663586771238442
0.11,-1794.061670785286,12.934021605994985
0.12,-1794.8560952308148,12.13959716046611
0.13,-1795.7153575220009,11.280334869280068
0.14,-1796.6290575310063,10.366634860274644
0.15,-1797.582346984289,9.413345406991994
0.16,-1798.5632179136448,8.432474477636106
0.17,-1799.5577147612098,7.4379776300711455
0.18,-1800.550424073294,6.445268317987029
0.19,-1801.5245324027078,5.471159988573163
0.2,-1802.4663817210053,4.529310670275663
0.21,-1803.3574406538692,3.6382517374117924
0.22,-1804.178496346171,2.817196045109995
0.23,-1804.9140349465192,2.0816574447617313
0.24,-1805.550689749932,1.4450026413489923
0.25,-1806.0829588580145,0.9127335332664188
0.26,-1806.5023076292573,0.493384762023652
0.27,-1806.796766894026,0.1989254972550043
0.28,-1806.9620132235468,0.03367916773413526
0.29,-1806.995692391281,0.0
0.3,-1806.9057708361106,0.08992155517034917
0.31,-1806.6861456453269,0.30954674595409415
0.32,-1806.3429446419625,0.6527477493184506
0.33,-1805.8882534335887,1.1074389576922385
0.34,-1805.3480447250004,1.6476476662805908
0.35,-1804.7548796558945,2.2408127353864984
0.36,-1804.120941913968,2.8747504773130004
0.37,-1803.45465916565,3.541033225631054
0.38,-1802.764574773857,4.2311176174239336
0.39,-1802.0566101779116,4.939082213369375
0.4,-1801.3348807750112,5.6608116162697115
0.41,-1800.6095693682146,6.386123023066375
0.42,-1799.890770661919,7.104921729361877
0.43,-1799.1921649867518,7.803527404529177
0.44,-1798.5188296722758,8.476862719005112
0.45,-1797.8817819429055,9.113910448375464
0.46,-1797.2933748187907,9.702317572490301
0.47,-1796.770251424014,10.225440967266877
0.48,-1796.3903330982407,10.605359293040237
0.49,-1796.2159366066487,10.779755784632243
0.5,-1796.0983133683487,10.897379022932228
0.51,-1796.0139047084954,10.98178768278558
0.52,-1795.9555089098853,11.040183481395616
0.53,-1795.9229533017246,11.072739089556308
0.54,-1795.9201355835587,11.07555680772225
0.55,-1795.9526668651747,11.043025526106248
0.56,-1796.0255598993863,10.970132491894674
0.57,-1796.141622990151,10.854069401129891
0.58,-1796.3066018739419,10.689090517339082
0.59,-1796.509043075141,10.486649316139847
0.6,-1796.7487488784304,10.246943512850521
0.61,-1797.0213171159369,9.974375275344073
0.62,-1797.3213723298868,9.674320061394155
0.63,-1797.6424722303616,9.353220160919363
0.64,-1797.977151539154,9.01854085212699
0.65,-1798.3175651387164,8.678127252564536
0.66,-1798.6563084070756,8.33938398420537
0.67,-1798.9880261131648,8.007666278116176
0.68,-1799.3100037401136,7.685688651167311
0.69,-1799.6250714890803,7.370620902200699
0.7,-1799.933307138509,7.062385252771946
0.71,-1800.2414808110696,6.754211580211404
0.72,-1800.5570615066492,6.438630884631721
0.73,-1800.8848640036124,6.110828387668562
0.74,-1801.2202180826016,5.77547430867935
0.75,-1801.5534157138145,5.442276677466452
0.76,-1801.8676678142197,5.128024577061296
0.77,-1802.1500550935452,4.8456372977357205
0.78,-1802.3938727080376,4.6018196832433205
0.79,-1802.5954338328752,4.400258558405767
0.8,-1802.7535370098421,4.242155381438806
0.81,-1802.8683993144286,4.127293076852311
0.82,-1802.9413933824048,4.054299008876114
0.83,-1802.9802693442175,4.01542304706345
0.84,-1802.9837539332802,4.011938458000714
0.85,-1802.95559832677,4.040094064510868
0.86,-1802.9017351420584,4.0939572492225125
0.87,-1802.8307684916808,4.164923899600126
0.88,-1802.7544159945592,4.241276396721787
0.89,-1802.6843581655726,4.311334225708379
0.9,-1802.6373792764002,4.35831311488073
0.91,-1802.60323956722,4.392452824060911
0.92,-1802.574666011522,4.4210263797590414
0.93,-1802.5400241269779,4.455668264303085
0.94,-1802.4857799270135,4.509912464267472
0.95,-1802.3990463366445,4.596646054636494
0.96,-1802.275151039712,4.720541351568954
0.97,-1802.11047277305,4.885219618230849
0.98,-1801.9085726015096,5.08711978977135
0.99,-1801.6804033798462,5.315289011434743
1.0,-1801.4397450278054,5.555947363475525
1.01,-1801.2119789620097,5.783713429271302
1.02,-1801.005287375543,5.990405015737906
1.03,-1800.8208642511374,6.174828140143518
1.04,-1800.6559364196223,6.339755971658633
1.05,-1800.4976368204595,6.498055570821407
1.06,-1800.322573023754,6.673119367526851
1.07,-1800.1235099316168,6.872182459664145
1.08,-1799.902407006573,7.093285384707997
1.09,-1799.6672633545268,7.328429036754187
1.1,-1799.431478207309,7.564214183971899
1.11,-1799.2107985134496,7.784893877831337
1.12,-1799.00286671003,7.992825681250906
1.13,-1798.8062506402196,8.189441751061395
1.14,-1798.6173625710999,8.37832982018108
1.15,-1798.4319760202698,8.563716371011196
1.16,-1798.2323446547807,8.763347736500236
1.17,-1798.0115236467236,8.984168744557337
1.18,-1797.766515357831,9.229177033450014
1.19,-1797.498547923898,9.497144467382896
1.2,-1797.2116338770452,9.784058514235767
1.21,-1796.9112766241278,10.084415767153132
1.22,-1796.6055376357358,10.390154755545154
1.23,-1796.2996845013577,10.696007889923294
1.24,-1795.994877485717,11.000814905563857
1.25,-1795.694217715623,11.301474675658028
1.26,-1795.3999414241628,11.595750967118192
1.27,-1795.1134625702975,11.882229820983412
1.28,-1794.8355911338238,12.1601012574572
1.29,-1794.5669383732302,12.428754018050768
1.3,-1794.3081489531169,12.687543438164084
1.31,-1794.0618650727222,12.93382731855877
1.32,-1793.9302629360766,13.065429455204367
1.33,-1793.8340897547969,13.161602636484076
1.34,-1793.7421590684921,13.253533322788826
1.35,-1793.6572172880992,13.338475103181736
1.36,-1793.5754094794397,13.420282911841241
1.37,-1793.496189555392,13.499502835888961
1.38,-1793.4193602229357,13.576332168345289
1.39,-1793.3445849602836,13.6511074309974
1.4,-1793.2715921832173,13.724100208063646
1.41,-1793.2021459217735,13.793546469507419
1.42,-1793.1352141742937,13.860478216987303
1.43,-1793.069444888475,13.926247502806063
1.44,-1793.0045377775368,13.99115461374413
1.45,-1792.940471831934,14.055220559346935
1.46,-1792.877040626104,14.118651765176992
1.47,-1792.8141684991024,14.181523892178575
1.48,-1792.751765175211,14.243927216070006
1.49,-1792.6898120823753,14.305880308905671
1.5,-1792.6282410749511,14.367451316329834
1.51,-1792.5670530535763,14.42863933770468
1.52,-1792.5062569802203,14.48943541106064
1.53,-1792.4499021534652,14.545790237815709
1.54,-1792.3970531580312,14.598639233249742
1.55,-1792.3449764194588,14.650715971822137
1.56,-1792.2937622114964,14.70193017978454
1.57,-1792.24358075288,14.752111638400947
1.58,-1792.1946412623374,14.801051128943527
1.59,-1792.1469983201157,14.848694071165255
1.6,-1792.1008093819885,14.89488300929247
1.61,-1792.056389014425,14.93930337685606
1.62,-1792.0139352202473,14.981757171033678
1.63,-1791.9739148420826,15.021777549198305
1.64,-1791.9378708876998,15.05782150358118
1.65,-1791.9089970703283,15.086695320952686
1.66,-1791.8926840354566,15.103008355824386
1.67,-1791.8881418972474,15.107550494033603
1.68,-1791.9084586649956,15.087233726285376
1.69,-1791.9676128106667,15.028079580614303
1.7,-1792.09420503701,14.901487354271012
1.71,-1792.2305676791807,14.76512471210026
1.72,-1792.374356193093,14.621336198187919
1.73,-1792.5251647182258,14.47052767305513
1.74,-1792.6745374275456,14.321154963735353
1.75,-1792.8216757248333,14.174016666447642
1.76,-1792.965867305632,14.029825085649009
1.77,-1793.106616245138,13.889076146142997
1.78,-1793.24362227749,13.752070113790978
1.79,-1793.3765356977622,13.61915669351879
1.8,-1793.505231313075,13.490461078205954
1.81,-1793.629502826332,13.366189564948854
1.82,-1793.749391586604,13.246300804677048
1.83,-1793.8648538022157,13.130838589065206
1.84,-1793.9759847752002,13.019707616080723
1.85,-1794.0828545849208,12.91283780636013
1.86,-1794.1916711499678,12.804021241313194
1.87,-1794.3024620759797,12.693230315301207
1.88,-1794.4106325193766,12.585059871904377
1.89,-1794.5166845947465,12.47900779653446
1.9,-1794.621166775969,12.374525615311995
1.91,-1794.724586327472,12.27110606380893
1.92,-1794.8271596036377,12.168532787643244
1.93,-1794.929136181338,12.066556209942974
1.94,-1795.0305221360113,11.96517025526964
1.95,-1795.13104336788,11.864649023400943
1.96,-1795.2394304244292,11.756261966851753
1.97,-1795.3536568699406,11.642035521340404
1.98,-1795.4653915556523,11.530300835628623
1.99,-1795.5738845121705,11.421807879110474
2.0,-1795.678603180345,11.317089210936047
2.01,-1795.779019500065,11.216672891215921
2.02,-1795.874793055822,11.120899335458944
2.03,-1795.9657146135892,11.029977777691784
2.04,-1796.0517007218298,10.94399166945118
2.05,-1796.1328174660873,10.862874925193637
2.06,-1796.2148820677662,10.780810323514743
2.07,-1796.3003767360524,10.695315655228569
2.08,-1796.381879234023,10.613813157257937
2.09,-1796.4598602353583,10.535832155922662
2.1,-1796.5348085672624,10.460883824018538
2.11,-1796.6072769285531,10.388415462727835
2.12,-1796.6774971226137,10.318195268667296
2.13,-1796.745971409379,10.249720981901874
2.14,-1796.8129160764006,10.182776314880357
2.15,-1796.878489252147,10.117203139134062
2.16,-1796.9440183011552,10.051674090125744
2.17,-1797.0215108753027,9.974181515978216
2.18,-1797.0969965545053,9.898695836775687
2.19,-1797.1701692539218,9.825523137359141
2.2,-1797.2407288500738,9.75496354120719
2.21,-1797.3083343798428,9.687358011438164
2.22,-1797.372628178918,9.623064212363033
2.23,-1797.4333269975093,9.562365393771643
2.24,-1797.4900629016008,9.505629489680132
2.25,-1797.5427806860855,9.452911705195447
2.26,-1797.596399847584,9.399292543696902
2.27,-1797.6523188593283,9.343373531952693
2.28,-1797.7035795015001,9.29211288978081
2.29,-1797.7500721908275,9.245620200453459
2.3,-1797.791837572383,9.20385481889798
2.31,-1797.8345284574307,9.161163933850275
2.32,-1797.8795969645662,9.116095426714764
2.33,-1797.92012272763,9.075569663650867
2.34,-1797.9561135905365,9.039578800744493
2.35,-1797.9876588351553,9.00803355612561
2.36,-1798.014734030702,8.980958360579052
2.37,-1798.0373606981502,8.95833169313073
2.38,-1798.0555096468509,8.940182744430103
2.39,-1798.0691903308832,8.926502060397752
2.4,-1798.0783899934174,8.917302397863523
2.41,-1798.09691224054,8.898780150741004
2.42,-1798.1098125032315,8.88587988804943
2.43,-1798.1186597486983,8.877032642582662
2.44,-1798.1235099324408,8.872182458840143
2.45,-1798.124319032417,8.871373358864048
2.46,-1798.1212605035776,8.874431887703395
2.47,-1798.1144060194033,8.88128637187765
2.48,-1798.103945804036,8.891746587245052
2.49,-1798.0898397292428,8.905852662038114
2.5,-1798.072403531895,8.923288859386048
2.51,-1798.0517122218923,8.943980169388624
2.52,-1798.0279006464107,8.967791744870283
2.53,-1798.0012451254036,8.994447265877398
2.54,-1797.9821254304015,9.013566960879416
2.55,-1797.9669963336823,9.028696057598609
2.56,-1797.9499591218162,9.04573326946479
2.57,-1797.9311435014747,9.064548889806247
2.58,-1797.910448512645,9.085243878635993
2.59,-1797.8879723555947,9.10772003568627
2.6,-1797.8637143487003,9.131978042580613
2.61,-1797.8375738744728,9.158118516808145
2.62,-1797.8096679753423,9.186024415938618
2.63,-1797.7799922288855,9.215700162395478
2.64,-1797.7485717013346,9.247120689946314
2.65,-1797.7208180671269,9.274874324154098
2.66,-1797.705019434848,9.2906729564329
2.67,-1797.688276905837,9.307415485443926
2.68,-1797.670960876002,9.324731515278927
2.69,-1797.6531308270492,9.3425615642318
2.7,-1797.6350313889277,9.360661002353254
2.71,-1797.6168261048729,9.378866286408083
2.72,-1797.5988511625567,9.39684122872427
2.73,-1797.5812656590338,9.414426732247193
2.74,-1797.5641020156645,9.431590375616452
2.75,-1797.5704672669508,9.425225124330154
2.76,-1797.5769864459803,9.418705945300644
2.77,-1797.5837072789172,9.411985112363709
2.78,-1797.6062213173245,9.389471073956429
2.79,-1797.9107598443302,9.084932546950768
2.8,-1798.2125368136442,8.783155577636762
2.81,-1798.511850468843,8.483841922437932
2.82,-1798.8086053234292,8.187087067851735
2.83,-1799.1026640984433,7.893028292837698
2.84,-1799.3942834131128,7.601408978168138
2.85,-1799.683200116576,7.312492274704937
2.86,-1799.9695095773855,7.0261828138955025
2.87,-1800.2533325202978,6.742359870983137
2.88,-1800.5362985803927,6.459393810888287
2.89,-1800.8297031273119,6.165989263969095
2.9,-1801.1209423175078,5.874750073773157
2.91,-1801.409510211715,5.586182179565867
2.92,-1801.6958346333993,5.299857757881682
2.93,-1801.9796601551257,5.016032236155297
2.94,-1802.2612131859244,4.7344792053565925
2.95,-1802.5401775322912,4.455514858989773
2.96,-1802.816896554074,4.1787958372069625
2.97,-1803.091164065932,3.9045283253490197
2.98,-1803.3628913286434,3.6328010626375544
2.99,-1803.632126419061,3.3635659722199307
3.0,-1803.899139414212,3.0965529770689955
3.01,-1804.163482063182,2.8322103280988813
3.02,-1804.4254896345274,2.570202756753588
3.03,-1804.6848560133017,2.3108363779792853
3.04,-1804.9419451533768,2.05374723790419
3.05,-1805.1964056210109,1.7992867702701005
3.06,-1805.4443691103656,1.5513232809153124
3.07,-1805.7098933178756,1.2857990734053146
3.08,-1805.9734245226764,1.0222678686045583
3.09,-1806.2344962539398,0.7611961373411305
3.1,-1806.4933295843696,0.5023628069113784
3.11,-1806.7498936265592,0.24579876472171236
3.12,-1807.0041713579135,-0.008478966632537777
3.13,-1807.2560790359835,-0.26038664470252115
3.14,-1807.5057052603875,-0.5100128691065038
3.15,-1807.7530968584806,-0.7574044671996489
3.16,-1807.9981524898622,-1.0024600985811958
3.17,-1808.2407515759485,-1.2450591846675252
3.18,-1808.481082078833,-1.485389687552015
3.19,-1808.7190710900013,-1.723378698720353
3.2,-1808.9547334980266,-1.9590411067456444
3.21,-1809.1880067904203,-2.192314399139377
3.22,-1809.4190359433476,-2.423343552066626
3.23,-1809.6477439488422,-2.652051557561208
3.24,-1809.874004641051,-2.8783122497700333
3.25,-1810.097654753693,-3.101962362411996
3.26,-1810.3362803236973,-3.3405879324163834
3.27,-1810.5729958606148,-3.577303469333856
3.28,-1810.8074094260814,-3.8117170348004947
3.29,-1811.0397077095106,-4.04401531822964
3.3,-1811.2697538375337,-4.274061446252745
3.31,-1811.4976045619508,-4.5019121706698115
3.32,-1811.723359020647,-4.727666629366013
3.33,-1811.9467663751998,-4.951073983918832
3.34,-1812.1680139476157,-5.172321556334737
3.35,-1812.3871708138797,-5.391478422598766
3.36,-1812.6039633529472,-5.608270961666221
3.37,-1812.8185636313137,-5.822871240032782
3.38,-1813.030885242073,-6.0351928507921
3.39,-1813.2408405574151,-6.245148166134186
3.4,-1813.4488443360137,-6.453151944732781
3.41,-1813.6575799381508,-6.661887546869821
3.42,-1813.8642752296087,-6.868582838327711
3.43,-1814.068490904904,-7.072798513622956
3.44,-1814.270506604454,-7.274814213173158
3.45,-1814.4703351002913,-7.474642709010368
3.46,-1814.6821483486956,-7.686455957414637
3.47,-1814.8927820239846,-7.897089632703683
3.48,-1815.1014496209764,-8.105757229695428
3.49,-1815.3080445961177,-8.31235220483677
3.5,-1815.5123847094092,-8.516692318128207
3.51,-1815.7157917213817,-8.720099330100766
3.52,-1815.9196090815078,-8.92391669022686
3.53,-1816.121454168144,-9.1257617768631
3.54,-1816.3210225454816,-9.325330154200628
3.55,-1816.5184378302388,-9.522745438957827
3.56,-1816.7137236482645,-9.718031256983522
3.57,-1816.9069761906208,-9.911283799339799
3.58,-1817.0979210916796,-10.102228700398655
3.59,-1817.2867624422292,-10.291070050948292
3.6,-1817.4734233531271,-10.477730961846191
3.61,-1817.6578322026726,-10.662139811391626
3.62,-1817.8401986521494,-10.844506260868457
3.63,-1818.0202087689793,-11.024516377698319
3.64,-1818.1980554694696,-11.202363078188682
3.65,-1818.3737204846052,-11.378028093324247
3.66,-1818.5472127749179,-11.551520383636898
3.67,-1818.742910644625,-11.747218253344045
3.68,-1818.93252176111,-11.936829369828956
3.69,-1819.1201254074103,-12.124433016129387
3.7,-1819.3057011120977,-12.310008720816768
3.71,-1819.4892687814822,-12.49357639020127
3.72,-1819.6709418769578,-12.675249485676886
3.73,-1819.8503760025596,-12.854683611278688
3.74,-1820.0277500916818,-13.032057700400856
3.75,-1820.2031317529393,-13.207439361658317
3.76,-1820.3765352089981,-13.380842817717166
3.77,-1820.5476118363604,-13.55191944507942
3.78,-1820.7167549268543,-13.72106253557331
3.79,-1820.883562973077,-13.88787058179605
3.8,-1821.0485351028574,-14.052842711576432
3.81,-1821.2111517719318,-14.215459380650827
3.82,-1821.3717348535645,-14.376042462283522
3.83,-1821.530051402397,-14.534359011116067
3.84,-1821.6862317947498,-14.690539403468847
3.85,-1821.8404016218783,-14.844709230597346
3.86,-1821.992307726338,-14.996615335056958
3.87,-1822.162600683354,-15.166908292073003
3.88,-1822.3322425085153,-15.33655011723431
3.89,-1822.4996875482889,-15.503995157007921
3.9,-1822.6653225664004,-15.669630175119437
3.91,-1822.8288734166176,-15.833181025336671
3.92,-1822.990380606666,-15.99468821538494
3.93,-1823.1501522537392,-16.154459862458225
3.94,-1823.307874398613,-16.312182007332012
3.95,-1823.4634066743988,-16.467714283117857
3.96,-1823.616869196865,-16.621176805584128
3.97,-1823.7684481206043,-16.772755729323308
3.98,-1823.9179890781074,-16.922296686826485
3.99,-1824.065245411359,-17.069553020078047
4.0,-1824.2104948807541,-17.214802489473186
4.01,-1824.3536946375552,-17.358002246274282
4.02,-1824.4948379113875,-17.499145520106595
4.03,-1824.633790450116,-17.638098058835112
4.04,-1824.7707399432634,-17.775047551982425
4.05,-1824.90544274696,-17.90975035567908
