-1.0 ,-1744.3278815972128,62.60446479685015
-0.99,-1745.6537735874072,61.2785728066558
-0.98,-1746.9961242910967,59.93622210296621
-0.97,-1748.3425792163175,58.58976717774544
-0.96,-1749.6788301597087,57.253516234354265
-0.95,-1751.0121316199354,55.920214774127544
-0.94,-1752.326025196553 ,54.60632119750994
-0.93,-1753.6190911637118,53.31325523035116
-0.92,-1754.89683335344  ,52.03551304062307
-0.91,-1756.1641955188184,50.7681508752446
-0.9 ,-1757.4237260085176,49.50862038554533
-0.89,-1758.67746198093  ,48.25488441313291
-0.88,-1759.926320626167 ,47.00602576789606
-0.87,-1761.1628089010446,45.76953749301833
-0.86,-1762.4059581126944,44.526388281368554
-0.85,-1763.6198495272356,43.31249686682736
-0.84,-1764.783865617639 ,42.14848077642387
-0.83,-1765.882540685194 ,41.04980570886892
-0.82,-1766.936475119023 ,39.99587127503992
-0.81,-1768.0187633857136,38.913583008349406
-0.8 ,-1769.1890333027254,37.74331309133754
-0.79,-1770.4365177175227,36.495828676540214
-0.78,-1771.665324258986 ,35.26702213507701
-0.77,-1772.772687083642 ,34.15965931042092
-0.76,-1773.7176626981627,33.21468369590025
-0.75,-1774.5072805841492,32.425065809913804
-0.74,-1775.1720979496054,31.760248444457602
-0.73,-1775.8059895075364,31.126356886526537
-0.72,-1776.485594144013 ,30.44675225004994
-0.71,-1777.2478765730184,29.68446982104456
-0.7 ,-1778.100966282152 ,28.831380111910903
-0.69,-1779.035666446005 ,27.89667994805791
-0.68,-1780.031857445704 ,26.900488948358998
-0.67,-1781.05738331766  ,25.87496307640299
-0.66,-1782.0710493082815,24.861297085781416
-0.65,-1783.021977884473 ,23.910368509589944
-0.64,-1783.8772677131337,23.055078680929228
-0.63,-1784.6397078087566,22.29263858530635
-0.62,-1785.3134607613056,21.618885632757383
-0.61,-1785.8894181516116,21.042928242451353
-0.6 ,-1786.3774711468534,20.554875247209566
-0.59,-1786.727469629995 ,20.204876764067876
-0.58,-1786.9429689496046,19.98937744445834
-0.57,-1787.0436457589722,19.8887006350908
-0.56,-1787.0718433031002,19.860503090962766
-0.55,-1787.0910161829115,19.841330211151444
-0.54,-1787.1443060593274,19.78804033473557
-0.53,-1787.2870058267415,19.645340567321455
-0.52,-1787.5820034374078,19.35034295665514
-0.51,-1788.0633037942548,18.869042599808154
-0.5 ,-1788.6503176950075,18.282028699055445
-0.49,-1789.2653260439026,17.66702035016033
-0.48,-1789.8793174069397,17.053028987123298
-0.47,-1790.4949794442655,16.43736694979748
-0.46,-1791.1357091880834,15.79663720597955
-0.45,-1791.82771282469  ,15.104633569372936
-0.44,-1792.5550734769097,14.377272917153277
-0.43,-1793.2984886298618,13.633857764201139
-0.42,-1794.0294688727508,12.90287752131212
-0.41,-1794.7194641488013,12.212882245261653
-0.4 ,-1795.345517128529 ,11.58682926553388
-0.39,-1795.8992608159633,11.033085578099644
-0.38,-1796.3566417089278,10.575704685135179
-0.37,-1796.7070386248663,10.225307769196661
-0.36,-1796.9542391931138,9.978107200949125
-0.35,-1797.1219438530497,9.810402541013218
-0.34,-1797.247922702457 ,9.68442369160607
-0.33,-1797.3574000028143,9.574946391248659
-0.32,-1797.451518489208 ,9.480827904855005
-0.31,-1797.5264846885616,9.405861705501366
-0.3 ,-1797.5509277525634,9.381418641499522
-0.29,-1797.506760915509 ,9.425585478554012
-0.28,-1797.373311278131 ,9.55903511593192
-0.27,-1797.1303332598147,9.802013134248227
-0.26,-1796.7707332760313,10.16161311803171
-0.25,-1796.3035816133838,10.628764780679148
-0.24,-1795.7733155582018,11.159030835861131
-0.23,-1795.2811646755918,11.651181718471207
-0.22,-1795.1183703321694,11.813976061893527
-0.21,-1795.1656220778525,11.766724316210457
-0.2 ,-1795.2005425443856,11.731803849677362
-0.19,-1795.1643636018957,11.767982792167231
-0.18,-1795.0436512782649,11.8886951157981
-0.17,-1794.8416491031912,12.09069729087173
-0.16,-1794.5688685962066,12.363477797856376
-0.15,-1794.238895125435 ,12.693451268627996
-0.14,-1793.8727722755593,13.059574118503633
-0.13,-1793.4886091906972,13.4437372033658
-0.12,-1793.0899226568856,13.842423737177342
-0.11,-1792.688642566331 ,14.243703827731906
-0.1 ,-1792.2950232374333,14.63732315662969
-0.09,-1791.9176581338575,15.014688260205503
-0.08,-1791.5635173059948,15.368829088068196
-0.07,-1791.2382264145208,15.694119979542165
-0.06,-1790.9575675405608,15.97477885350213
-0.05,-1790.7172217661946,16.215124627868363
-0.04,-1790.515050047135 ,16.41729634692797
-0.03,-1790.3527331939263,16.57961320013669
-0.02,-1790.2356402023383,16.696706191724616
-0.01,-1790.1651392002645,16.767207193798413
0.0  ,-1790.1410045999405,16.791341794122445
0.01 ,-1790.1662491815941,16.76609721246882
0.02 ,-1790.2445598168674,16.68778657719554
0.03 ,-1790.380405952349 ,16.551940441713896
0.04 ,-1790.578853325339 ,16.353493068723992
0.05 ,-1790.8561359097112,16.076210484351805
0.06 ,-1791.2082028214081,15.724143572654839
0.07 ,-1791.635074864706 ,15.297271529356976
0.08 ,-1792.1374121955769,14.79493419848609
0.09 ,-1792.7206846270979,14.211661766965108
0.1  ,-1793.377889217648 ,13.554457176414871
0.11 ,-1794.1044887274327,12.82785766663028
0.12 ,-1794.8955520858462,12.036794308216713
0.13 ,-1795.7444212306923,11.187925163370664
0.14 ,-1796.6428139748405,10.289532419222496
0.15 ,-1797.5840249219464,9.348321472116595
0.16 ,-1798.556846458303 ,8.37549993575999
0.17 ,-1799.543476875941 ,7.388869518121965
0.18 ,-1800.528516766949 ,6.403829627113964
0.19 ,-1801.4952050610432,5.437141333019781
0.2  ,-1802.4359355070524,4.496410887010597
0.21 ,-1803.3249099373184,3.607436456744608
0.22 ,-1804.1433339940481,2.789012400014826
0.23 ,-1804.8757129021926,2.0566334918703433
0.24 ,-1805.5109211776435,1.4214252164194932
0.25 ,-1806.0427260569204,0.88962033714256
0.26 ,-1806.4556612319207,0.47668516214230294
0.27 ,-1806.7433055432307,0.18904085083227073
0.28 ,-1806.9012892485011,0.03105714556181738
0.29 ,-1806.932346394063 ,0.0
0.3  ,-1806.8364901280272,0.09585626603575292
0.31 ,-1806.611074665771 ,0.3212717282920039
0.32 ,-1806.261948284096 ,0.6703981099669818
0.33 ,-1805.803055827103 ,1.1292905669599804
0.34 ,-1805.2675727503624,1.6647736437005278
0.35 ,-1804.6727706888057,2.259575705257248
0.36 ,-1804.035822355093 ,2.8965240389700284
0.37 ,-1803.3720275680998,3.5603188259631224
0.38 ,-1802.6834185750945,4.248927818968468
0.39 ,-1801.9716650139076,4.960681380155393
0.4  ,-1801.247580770515 ,5.684765623547946
0.41 ,-1800.5229171275264,6.409429266536563
0.42 ,-1799.8074629584921,7.124883435570837
