#amedee_dpfp9
100
160
 10
  0.197733
  0.197733
  8.200000
  1.000000
  1.000000
 20
 20
0  1   0   0   0   0   0   0   0   0   9.9689255E-01   2.0163772E-02
0  1   0   0   0   0   0   0   2   0   1.1378740E-02  -4.0736137E-03
0  1   0   0   0   0   0   0   4   0  -1.9986126E-02   1.2416738E-03
0  1   0   0   0   0   0   0   6   0   1.6711341E-02   1.3267924E-03
0  1   0   0   0   0   0   0   8   0   1.1140485E-02   2.4888155E-04
0  1   0   0   0   0   0   0  10   0   2.0896822E-03  -4.2213351E-05
0  1   0   0   0   0   0   1   0   0  -7.5566198E-03   1.0580621E-02
0  1   0   0   0   0   0   1   2   0   1.5911353E-02  -2.1738666E-03
0  1   0   0   0   0   0   1   4   0  -1.6966682E-02  -2.1833643E-03
0  1   0   0   0   0   0   1   6   0  -1.1527194E-02  -2.9999285E-04
0  1   0   0   0   0   0   1   8   0  -1.5033387E-03   1.0947430E-04
0  1   0   0   0   0   0   2   0   0  -1.2296308E-02   1.5358277E-02
0  1   0   0   0   0   0   2   2   0   1.3996642E-02   5.9613302E-03
0  1   0   0   0   0   0   2   4   0   9.0400552E-03   1.4726291E-03
0  1   0   0   0   0   0   2   6   0   8.4227576E-04   8.3208564E-05
0  1   0   0   0   0   0   3   0   0  -1.0580937E-02  -6.1147650E-03
0  1   0   0   0   0   0   3   2   0  -3.8218665E-03  -4.8549913E-04
0  1   0   0   0   0   0   3   4   0   4.7543540E-04   7.5992257E-05
0  1   0   0   0   0   0   4   0   0   1.5920810E-03  -1.1235159E-03
0  1   0   0   0   0   0   4   2   0  -8.7348862E-04  -4.7039533E-04
0  1   0   0   0   0   0   5   0   0   3.5104505E-04   1.8645528E-04
0  1   0   0   0   0   1   0   1   1  -9.2138716E-04   1.9567612E-04
0  1   0   0   0   0   1   0   3   1   1.3541587E-03  -2.7275846E-05
0  1   0   0   0   0   1   0   5   1  -8.9837837E-04  -3.2565905E-04
0  1   0   0   0   0   1   0   7   1  -3.1571939E-05  -2.0679767E-04
0  1   0   0   0   0   1   0   9   1   3.8295910E-05  -6.3872501E-05
0  1   0   0   0   0   1   1   1   1  -1.3764357E-03   7.3993650E-04
0  1   0   0   0   0   1   1   3   1  -3.3731479E-04  -2.5413972E-04
0  1   0   0   0   0   1   1   5   1  -4.7770707E-04  -3.1615163E-04
0  1   0   0   0   0   1   1   7   1  -4.5105762E-04  -6.8108665E-05
0  1   0   0   0   0   1   2   1   1  -3.8209674E-04  -5.1149156E-05
0  1   0   0   0   0   1   2   3   1  -1.8848570E-04   1.2472799E-04
0  1   0   0   0   0   1   2   5   1   3.3848030E-04   3.0282229E-06
0  1   0   0   0   0   1   3   1   1  -1.2217060E-04  -3.3513312E-05
0  1   0   0   0   0   1   3   3   1  -3.3105532E-04   4.6262054E-05
0  1   0   0   0   0   1   4   1   1  -1.4766795E-05  -3.2686851E-05
0  1   0   0   2   0   0   0   2   0   9.2865273E-01   2.9267581E-02
0  1   0   0   2   0   0   0   4   0   1.4759717E-01  -1.0382212E-02
0  1   0   0   2   0   0   0   6   0  -1.3605699E-01  -1.4991889E-03
0  1   0   0   2   0   0   0   8   0  -7.9431598E-02   3.3747672E-03
0  1   0   0   2   0   0   0  10   0  -1.0243895E-02   1.1748963E-03
0  1   0   0   2   0   0   1   0   0   1.3014404E-02  -2.8449267E-03
0  1   0   0   2   0   0   1   2   0  -6.6964024E-02   4.5311066E-03
0  1   0   0   2   0   0   1   4   0   9.2983542E-02   5.0747484E-03
0  1   0   0   2   0   0   1   6   0   5.7736972E-02  -4.1617629E-04
0  1   0   0   2   0   0   1   8   0   5.7185151E-03  -6.7535694E-04
0  1   0   0   2   0   0   2   0   0   7.7110733E-03  -1.4285274E-03
0  1   0   0   2   0   0   2   2   0  -2.9184530E-02  -4.0603689E-03
0  1   0   0   2   0   0   2   4   0  -2.0674805E-02  -7.9328365E-04
0  1   0   0   2   0   0   2   6   0   1.1956512E-03   1.8100202E-04
0  1   0   0   2   0   0   3   0   0  -5.1149837E-03   8.4381588E-04
0  1   0   0   2   0   0   3   2   0   4.0694316E-03   1.5443637E-04
0  1   0   0   2   0   0   3   4   0  -4.1171536E-03  -1.8889259E-04
0  1   0   0   2   0   0   4   0   0  -6.2900636E-04   1.7490639E-04
0  1   0   0   2   0   0   4   2   0   1.6253041E-03   3.8660904E-04
0  1   0   0   2   0   0   5   0   0   6.9170910E-04   2.9098676E-05
0  1   0   0   2   0   1   0   1   1   4.9021854E-03  -1.8707767E-04
0  1   0   0   2   0   1   0   3   1  -3.6749039E-03   1.6176557E-04
0  1   0   0   2   0   1   0   5   1  -7.8042063E-03  -6.0971203E-05
0  1   0   0   2   0   1   0   7   1  -4.2776700E-03  -1.0815207E-04
0  1   0   0   2   0   1   0   9   1  -6.6868551E-04   2.2403425E-06
0  1   0   0   2   0   1   1   1   1   8.5676369E-03   1.9432576E-04
0  1   0   0   2   0   1   1   3   1  -7.5839591E-03   1.3351439E-03
0  1   0   0   2   0   1   1   5   1  -3.7399155E-03   9.6327587E-04
0  1   0   0   2   0   1   1   7   1   4.1927183E-04   2.0575781E-04
0  1   0   0   2   0   1   2   1   1   6.4804061E-05   4.5486826E-04
0  1   0   0   2   0   1   2   3   1   2.5782996E-03  -1.5308216E-04
0  1   0   0   2   0   1   2   5   1  -9.4489132E-04  -5.0090099E-05
0  1   0   0   2   0   1   3   1   1  -5.4898202E-04  -2.9383056E-05
0  1   0   0   2   0   1   3   3   1   1.7939945E-03  -3.5824187E-05
0  1   0   0   2   0   1   4   1   1  -7.9892995E-05  -1.0690857E-04
0  1   0   0   4   0   0   0   4   0   6.3166609E-01   4.0981579E-02
0  1   0   0   4   0   0   0   6   0   4.0376724E-01  -1.4844989E-02
0  1   0   0   4   0   0   0   8   0   8.9999539E-02  -2.1650543E-02
0  1   0   0   4   0   0   0  10   0  -1.5727571E-02  -5.3068083E-03
0  1   0   0   4   0   0   1   0   0  -6.1182858E-03  -1.4029238E-03
0  1   0   0   4   0   0   1   2   0   6.1880594E-02   9.6373192E-03
0  1   0   0   4   0   0   1   4   0  -1.3520984E-01  -1.9086715E-02
0  1   0   0   4   0   0   1   6   0  -6.1581155E-02  -5.0322434E-03
0  1   0   0   4   0   0   1   8   0   1.8912930E-03  -1.5121954E-04
0  1   0   0   4   0   0   2   0   0   1.2605360E-02  -1.8331816E-05
0  1   0   0   4   0   0   2   2   0  -5.2136709E-02  -4.0668431E-03
0  1   0   0   4   0   0   2   4   0  -6.4722792E-03   1.7798272E-03
0  1   0   0   4   0   0   2   6   0  -7.3952996E-03   1.1840774E-04
0  1   0   0   4   0   0   3   0   0  -5.9008598E-03  -4.6905647E-04
0  1   0   0   4   0   0   3   2   0   2.1905211E-03  -6.8843349E-05
0  1   0   0   4   0   0   3   4   0   4.3623799E-03   6.3297511E-04
0  1   0   0   4   0   0   4   0   0  -6.6505809E-04  -1.3836237E-04
0  1   0   0   4   0   0   4   2   0   4.5401689E-03   4.8351496E-05
0  1   0   0   4   0   0   5   0   0   7.2376105E-04  -6.6321433E-05
0  1   0   0   4   0   1   0   1   1  -6.6219586E-03   3.6574093E-04
0  1   0   0   4   0   1   0   3   1  -3.8147786E-03  -4.1353023E-03
0  1   0   0   4   0   1   0   5   1   4.6797203E-02   7.0434789E-03
0  1   0   0   4   0   1   0   7   1   3.3871817E-02   6.5011810E-03
